5.83370530771e-08, 4.43488509737e-09, -6.86014428656e-11, 1.66602293302e-08, -1.85904705601e-09, -1.9752513765e-08, 2.42449550247e-08, 2.98191451003e-08, -8.63538326112e-09, 4.64057115993e-10, 4.29335186083e-08, -1.83828823498e-08, -5.14407136984e-07, 2.57344216303e-07, -1.12355824962e-07, 1.99012606482e-07, 2.91549297726e-07, -3.21571371887e-07, -2.03076757971e-06, -3.77217144032e-07, -8.74681176222e-07, -4.63197900822e-07, -8.68688782065e-07, -1.31925670927e-06, -1.53385330571e-07, -2.87953691577e-07, 4.72777672434e-07, 
4.43488509737e-09, 1.39906721156e-07, 1.08687083225e-08, 1.80416748793e-08, -7.84363329876e-08, 3.50905803099e-08, 2.17965360278e-08, -3.98001778214e-08, 7.19960012062e-08, -3.00241478144e-09, -3.94168556969e-08, 2.47119052897e-08, 2.55879494712e-07, -4.21793897537e-07, -8.95353211858e-07, 1.0860097446e-06, -1.03630277746e-06, -1.12571925695e-06, 4.58614645401e-07, -3.59350776423e-07, -3.76799663458e-07, -1.71206148106e-07, -6.46737972075e-07, -2.00721103971e-06, 3.8938505871e-07, -1.09996873607e-06, 7.1271652685e-07, 
-6.86014428656e-11, 1.08687083225e-08, 2.7193818017e-07, -2.51778949366e-08, 1.23977070835e-08, 9.09315301596e-08, 6.76937999469e-09, 7.60925673158e-09, -1.62889374887e-08, 1.35510232648e-08, -1.66977016139e-08, -6.39389886111e-08, 1.95207240485e-06, -1.1801673354e-06, 9.65535920331e-07, -1.20643819719e-06, 3.30857154785e-07, 1.25260971946e-06, 1.90629237096e-06, -1.43603200352e-06, -1.6835179663e-07, 1.00836625042e-07, -1.34819966494e-06, -1.70144642892e-06, 4.16221259229e-07, -9.98149630289e-07, -2.32978816653e-07, 
1.66602293302e-08, 1.80416748793e-08, -2.51778949366e-08, 2.45848765459e-07, -1.15520745002e-08, -1.67870200626e-08, 7.66969983723e-08, 2.13038767678e-08, -5.99123818689e-08, -2.29166020454e-08, 8.8135786847e-08, -4.35792813895e-08, -1.14874036025e-06, 1.08553741595e-07, 1.29450302963e-07, 1.51830452024e-06, -6.0496641038e-07, -9.51853493068e-07, -1.89818260811e-07, -1.59192982105e-06, -1.47401274687e-06, 1.44177940142e-06, -2.09787433547e-06, -3.29255730917e-06, -5.62559528073e-07, 2.47365493483e-07, 1.47052520503e-06, 
-1.85904705601e-09, -7.84363329876e-08, 1.23977070835e-08, -1.15520745002e-08, 8.95905191068e-08, -1.00832311031e-08, -7.3237437555e-09, 7.03114195421e-08, -1.7877592985e-08, 2.21671062974e-08, 2.87963419333e-08, -2.81220657239e-09, -1.06703194599e-07, 2.13317841261e-07, -1.37247734463e-07, -1.81973832553e-07, 1.0531163239e-06, 8.11606622722e-08, -4.24923828042e-06, -8.12786277595e-07, -3.84963186212e-06, 4.7497276839e-07, 2.18053071143e-07, -1.96124126965e-06, 2.94401963169e-07, -3.44010495701e-07, 9.59991983993e-08, 
-1.9752513765e-08, 3.50905803099e-08, 9.09315301596e-08, -1.67870200626e-08, -1.00832311031e-08, 3.29593178968e-07, -9.7770371866e-08, -1.5044618619e-07, 9.18177598823e-08, -1.23105636175e-07, -2.52187702286e-07, 5.75810068611e-08, -1.19897799813e-07, -4.54172391374e-07, -9.48365267933e-07, 1.40262059323e-06, -1.64983755804e-06, -8.50336514914e-07, 1.22753121668e-05, 1.90315867619e-06, 2.2164909491e-06, 1.45836470753e-06, 4.23584110241e-06, 3.84275061267e-06, 6.36174261582e-07, 1.49064137245e-06, -7.90265489012e-07, 
2.42449550247e-08, 2.17965360278e-08, 6.76937999469e-09, 7.66969983723e-08, -7.3237437555e-09, -9.7770371866e-08, 6.34987266073e-07, 2.3392285791e-07, -1.03416446169e-07, 3.92821034727e-07, 3.02695428066e-07, -8.62522991498e-08, 1.54359040208e-06, -1.74742830112e-06, 2.80961847854e-06, -1.85906820967e-07, 1.5997706424e-06, 2.17553530093e-06, -1.81866678433e-05, -6.50411510561e-06, -3.16714512279e-06, -2.22160059574e-06, -8.55943381642e-06, -8.97279355387e-06, -2.67956373858e-07, -2.41544557921e-06, 7.25637101618e-07, 
2.98191451003e-08, -3.98001778214e-08, 7.60925673158e-09, 2.13038767678e-08, 7.03114195421e-08, -1.5044618619e-07, 2.3392285791e-07, 4.48292897354e-07, -1.18702424169e-07, 2.22333248428e-07, 3.4997607162e-07, -1.33176913121e-07, 1.90821458228e-06, -5.43126944812e-07, 1.44817947558e-06, -1.34147108002e-06, 3.93264016685e-06, 1.78675085887e-06, -2.07154155146e-05, -5.4384236572e-06, -1.30935731477e-05, -4.07636524515e-07, -7.0952549167e-06, -1.30882483179e-05, 7.34767732752e-08, -3.25065053666e-06, 1.59544837815e-06, 
-8.63538326112e-09, 7.19960012062e-08, -1.62889374887e-08, -5.99123818689e-08, -1.7877592985e-08, 9.18177598823e-08, -1.03416446169e-07, -1.18702424169e-07, 3.99668261226e-07, -5.68534046702e-08, -2.89276984041e-07, 2.66587200157e-07, -2.86464475445e-06, 9.4322618925e-07, -5.62994319484e-06, 9.9888132619e-07, -1.08939397272e-06, -5.57140808117e-06, 7.26288896331e-06, 2.88074944298e-06, 1.01307962191e-06, -1.01261419612e-06, 8.04407924998e-06, 3.63456413779e-06, 1.33332059833e-06, -3.08878107508e-07, 6.61034730618e-08, 
4.64057115993e-10, -3.00241478144e-09, 1.35510232648e-08, -2.29166020454e-08, 2.21671062974e-08, -1.23105636175e-07, 3.92821034727e-07, 2.22333248428e-07, -5.68534046702e-08, 6.36381677527e-07, 2.7142956471e-07, -5.62995131578e-08, 4.016935109e-06, -2.40102604392e-06, 2.75523833633e-06, -1.29952373951e-06, 6.20735700949e-08, 3.54882522543e-06, -2.08224973123e-05, -7.90092753424e-06, -4.4728603776e-06, -7.47184804606e-07, -8.52278351692e-06, -7.46643980841e-06, -1.09566605144e-08, -2.99402404037e-06, -7.42294795219e-07, 
